title,property_type,location,price,bedrooms,bathrooms,toilets,added_date,updated_date
For sale: Oil Palm Plantation Farm Land In Ogun State Palm Crest 2,Land,Palm Crest 2 Ivan Okoto Yewa North Lga Ogun State Ogun Ogun Area,"₦7,000,000",,,,12 Nov 2025,12 Nov 2025
For sale: Palm Crest 2 Oil Palm Farm Land In Ogun State,Land,Palm Crest 2 Ivan Okoto Yewa North Lga Ogun State Ogun Ogun Area,"₦7,000,000",,,,12 Nov 2025,12 Nov 2025
For sale: Residential Land For Sale In Ibeju Lekki Ayo Castle,Land,Ayo Castle Estate Eleranigbe Off Lekki Epe Expressway Ibeju Lekki Eleran Igbe Ibeju Lekki Lagos,"₦29,500,000",,,,24 Oct 2025,12 Nov 2025
For sale: C Of O Land In Ibeju Lekki Ayo Castle,Land,Ayo Castle Estate Eleranigbe Off Lekki Epe Expressway Ibeju Lekki Eleran Igbe Ibeju Lekki Lagos,"₦29,500,000",,,,24 Oct 2025,12 Nov 2025
For sale: Land With C Of O For Sale In Ibeju Lekki Ayo Castle,Land,Ayo Castle Estate Eleranigbe Off Lekki Epe Expressway Ibeju Lekki Eleran Igbe Ibeju Lekki Lagos,"₦29,500,000",,,,24 Oct 2025,12 Nov 2025
For sale: Commercial Land For Sale In Ibeju Lekki The Eagle Commercial,Land,The Eagle Commercial Okeogun Ibeju Lekki Ikegun Ibeju Lekki Lagos,"₦40,000,000",,,,24 Oct 2025,12 Nov 2025
For sale: Commercial Land With C Of O For Sale In Ibeju Lekki The Eagle Commercial,Land,The Eagle Commercial Okeogun Ibeju Lekki Ikegun Ibeju Lekki Lagos,"₦40,000,000",,,,25 Oct 2025,12 Nov 2025
For sale: Commercial Land With C Of O For Sale In Ibeju Lekki The Eagle Commercial,Land,The Eagle Commercial Okeogun Ibeju Lekki Ikegun Ibeju Lekki Lagos,"₦40,000,000",,,,25 Oct 2025,12 Nov 2025
For sale: Commercial Space For Sale In Ojota Ile Aje Plaza,Commercial Property,Ile Aje Plaza Behind Mrs Filling Station Ojota Lagos,"₦12,500,000",,,,25 Oct 2025,12 Nov 2025
For sale: C Of O Dry Land For Sale Along Moniya Iseyin Road Ibadan Adesuwa Estate,Land,Adesuwa Estate Along Moniya Iseyin Road Ibadan Moniya Ibadan Oyo,"₦9,000,000",,,,26 Oct 2025,12 Nov 2025
For sale: Land For Sale In Ibeju Lekki Mi Casa Estate Eleranigbe Ibeju Lekki,Land,Mi Casa Lagos Eleranigbe Ibeju Lekki Eleran Igbe Ibeju Lekki Lagos,"₦21,200,000",,,,28 Oct 2025,12 Nov 2025
For sale: Beautiful 5 Bedroom Maisonette With Inverter & Solar Panels,Flat & Apartment,Lekki Phase 1 Lagos,"₦500,000,000",5,5,6,15 Oct 2025,10 Nov 2025
For sale: Land With C Of O For Sale In Ibeju Lekki Mi Estatecasa,Land,Mi Casa Lagos Eleranigbe Ibeju Lekki Eleran Igbe Ibeju Lekki Lagos,"₦21,200,000",,,,28 Oct 2025,12 Nov 2025
For sale: Residential Plots For Sale In Lekki Solace Platinum Chevron,Land,Solace Platinum Chevron Lekki Chevron Drive Lekki Lagos,"₦100,000,000",,,,29 Oct 2025,12 Nov 2025
For sale: Land For Sale In Lekki Solace Platinum Chevron,Land,Solace Platinum Chevron Lekki Chevron Drive Lekki Lagos,"₦100,000,000",,,,29 Oct 2025,12 Nov 2025
For sale: Land For Sale In Lekki Solace Platinum Chevron,Land,Solace Platinum Chevron Lekki Chevron Drive Lekki Lagos,"₦100,000,000",,,,29 Oct 2025,12 Nov 2025
For sale: Land For Sale In Chevron Lekki Solace Platinum,Land,Solace Platinum Chevron Lekki Chevron Drive Lekki Lagos,"₦100,000,000",,,,29 Oct 2025,12 Nov 2025
For sale: Land For Sale In Lekki Solace Platinum Chevron,Land,Solace Platinum Chevron Lekki Chevron Drive Lekki Lagos,"₦195,000,000",,,,29 Oct 2025,12 Nov 2025
For sale: Land For Sale In Ibeju Lekki Aje Gardens Eleranigbe Ibeju Lekki,Land,Aje Gardens Eleranigbe Ibeju Lekki Eleran Igbe Ibeju Lekki Lagos,"₦15,000,000",,,,31 Oct 2025,12 Nov 2025
For sale: Land For Sale In Ibeju Lekki Aje Gardens Eleranigbe Ibeju Lekki,Land,Aje Gardens Eleranigbe Ibeju Lekki Eleran Igbe Ibeju Lekki Lagos,"₦25,000,000",,,,31 Oct 2025,12 Nov 2025
For sale: Commercial Land For Sale In Ibeju Lekki Aje Gardens Eleranigbe,Land,Aje Gardens Eleranigbe Ibeju Lekki Eleran Igbe Ibeju Lekki Lagos,"₦50,000,000",,,,01 Nov 2025,12 Nov 2025
For sale: Magnificently Built 4 Bedroom Fully Detached Duplex,House,Opebi Ikeja Lagos,"₦500,000,000",4,4,4,09 Oct 2025,12 Nov 2025
For sale: Land For Sale In Abuja Cityview Park And Resort Gousa District,Land,City View Park And Resort Gousa District By Idu Train Station Fct Abuja Central Area Abuja Phase 1,"₦7,000,000",,,,01 Nov 2025,12 Nov 2025
For sale: Land For Sale In Abuja Cityview Park And Resort Gousa District,Land,City View Park And Resort Gousa District By Idu Train Station Fct Abuja Central Area Abuja Phase 1,"₦7,000,000",,,,01 Nov 2025,12 Nov 2025
For sale: Land For Sale In Abuja Cityview Park And Resort Gousa District Abuja,Land,City View Park And Resort Gousa District By Idu Train Station Fct Abuja Central Area Abuja Phase 1,"₦7,000,000",,,,01 Nov 2025,12 Nov 2025
For sale: Land For Sale In Abuja Cityview Park And Resort Gousa District Abuja,Land,City View Park And Resort Gousa District By Idu Train Station Fct Abuja Central Area Abuja Phase 1,"₦7,000,000",,,,01 Nov 2025,12 Nov 2025
For sale: Land For Sale In Ogun State Paragon Estate,Land,Paragon Estate Ijebu Ode Ijebu Ode Ogun,"₦3,000,000",,,,02 Nov 2025,12 Nov 2025
For sale: Acres Of Residential Plots Of Land For Sale In Ogun State Paragon Estate,Land,Paragon Estate Ijebu Ode Ijebu Ode Ogun,"₦18,000,000",,,,02 Nov 2025,12 Nov 2025
For sale: Acres Of Commercial Plots For Sale In Ijebu Ode Ogun State Paragon City Estate,Land,Paragon City Estate Ijebu Ode Ogun State Ijebu Ode Ogun,"₦24,000,000",,,,02 Nov 2025,12 Nov 2025
For sale: Land For Sale In Sangotedo Behind Novare Mall Monastry Road Atlantic City 2.0,Land,Atlantic City 2.0 Behind Novare Mall Sangotedo Monastery Road Sangotedo Lagos,"₦45,000,000",,,,05 Nov 2025,12 Nov 2025
For sale: Land For Sale In Ajah Behind Novare Mall Monastry Road Atlantic City 2.0,Land,Atlantic City 2.0 Behind Novare Mall Sangotedo Monastery Road Sangotedo Lagos,"₦45,000,000",,,,05 Nov 2025,12 Nov 2025
For sale: Land For Sale In Ajah Atlantic City 2.0,Land,Atlantic City 2.0 Behind Novare Mall Sangotedo Monastery Road Sangotedo Lagos,"₦45,000,000",,,,05 Nov 2025,12 Nov 2025
For sale: Land For Sale In Ajah Behind Novare Mall Monastery Road Atlantic City 2.0,Land,Atlantic City 2.0 Behind Novare Mall Sangotedo Monastery Road Sangotedo Lagos,"₦45,000,000",,,,05 Nov 2025,12 Nov 2025
"For sale: | Luxury 5 Bedroom Fully Detached Duplex With Home Elevator, Cinema, Swimming Pool & Bq",House,Osapa Lekki Lagos,"₦830,000,000",5,,,24 Oct 2025,10 Nov 2025
For sale: Land For Sale In Sangotedo Behind Novare Mall Monastry Road Atlantic City 2.0,Land,Atlantic City 2.0 Behind Novare Mall Sangotedo Monastery Road Sangotedo Lagos,"₦45,000,000",,,,05 Nov 2025,12 Nov 2025
For sale: Land For Sale In Ajah Behind Novare Mall Monastry Road Atlantic City 2.0,Land,Atlantic City 2.0 Behind Novare Mall Sangotedo Monastery Road Sangotedo Lagos,"₦45,000,000",,,,05 Nov 2025,12 Nov 2025
For sale: Commercial Land For Sale In Ogun State Paragon City,Land,Paragon City Estate Ijebu Ode Ogun State Ijebu Ode Ogun,"₦18,000,000",,,,05 Nov 2025,12 Nov 2025
For sale: Commercial Land For Sale In Ogun State Paragon City,Land,Paragon City Estate Ijebu Ode Ogun State Ijebu Ode Ogun,"₦18,000,000",,,,05 Nov 2025,12 Nov 2025
For sale: Land For Sale In Ogun State For Commercial,Land,Paragon City Estate Ijebu Ode Ogun State Ijebu Ode Ogun,"₦18,000,000",,,,05 Nov 2025,12 Nov 2025
For sale: Land For Sale In Ibeju Lekki. 12 Months Payment Plan Without Interest Zenytal Gardens Eleranigbe,Land,Zenytal Gardens Estate Beside Lekki Avana Phase Ii Eleran Igbe Ibeju Lekki Lagos,"₦25,000,000",,,,05 Nov 2025,12 Nov 2025
For sale: C Of O Land For Sale In Ibeju Lekki 12months Payment With No Interest,Land,Zenytal Gardens Estate Beside Lekki Avana Phase Ii Eleran Igbe Ibeju Lekki Lagos,"₦25,000,000",,,,05 Nov 2025,12 Nov 2025
For sale: Dry Land For Sale In Ibeju Lekki With 12 Months Payment Plan Without Interest,Land,Zenytal Gardens Estate Beside Lekki Avana Phase Ii Eleran Igbe Ibeju Lekki Lagos,"₦25,000,000",,,,05 Nov 2025,12 Nov 2025
For sale: Dry Land For Sale In Ibeju Lekki With 12 Months Payment Plan Without Interest,Land,Zenytal Gardens Estate Beside Lekki Avana Phase Ii Eleran Igbe Ibeju Lekki Lagos,"₦25,000,000",,,,05 Nov 2025,12 Nov 2025
For sale: Massive 5 Bedroom Detached Duplex With A Bq With A Pool & Cinema,House,Lekki Phase 1 Lagos,"₦1,000,000,000",5,,,18 Sep 2025,10 Nov 2025
For sale: Land In Ibeju Lekki For Sale Zenytal Gardens 12 Months Payment With No Interest,Land,Zenytal Gardens Estate Beside Lekki Avana Phase Ii Eleran Igbe Ibeju Lekki Lagos,"₦25,000,000",,,,05 Nov 2025,12 Nov 2025
For sale: Land For Sale In Ibeju Lekki With 12 Months Payment Plan With No Interest Zenytal,Land,Zenytal Gardens Estate Beside Lekki Avana Phase Ii Eleran Igbe Ibeju Lekki Lagos,"₦25,000,000",,,,05 Nov 2025,12 Nov 2025
For sale: Land In Ibeju Lekki For Sale With 12 Months Payment With No Interest Zenytal Gardens,Land,Zenytal Gardens Estate Beside Lekki Avana Phase Ii Eleran Igbe Ibeju Lekki Lagos,"₦25,000,000",,,,05 Nov 2025,12 Nov 2025
For sale: Land For Sale In Ibeju Lekki With 12 Months Payment With No Interest Zenytal Gardens,Land,Zenytal Gardens Estate Beside Lekki Avana Phase Ii Eleran Igbe Ibeju Lekki Lagos,"₦25,000,000",,,,05 Nov 2025,12 Nov 2025
For sale: Exquisitely Built 4 Bedroom Terrace Duplex With Bq,House,Magodo Olowora Olowora Ojodu Lagos,"₦145,000,000",4,5,6,02 Oct 2025,11 Nov 2025
For sale: Tastefully Built 4 Bedroom Terrace Duplex,House,Omole Phase 1 Ojodu Lagos,"₦340,000,000",4,5,5,19 Jul 2025,11 Nov 2025
For sale: Newly Built 4 Bedroom Semi Detached Duplex With Bq,House,Omole Phase 2 Ojodu Lagos,"₦370,000,000",4,5,6,17 Oct 2025,11 Nov 2025
For sale: Newly & Well Built To Taste 4bedroom Duplex (self Compound),House,Gbagada Central Gbagada Lagos,"₦180,000,000",4,5,5,11 Nov 2025,11 Nov 2025
For sale: Luxury 4 Bedroom Terraced Duplex Smart Home In A Serene Estate With Bq,House,Lekki Phase 1 Lagos,"₦350,000,000",4,5,6,29 Sep 2025,11 Nov 2025
For sale: Urgent Sales....300sqm Bare Land Within Estate,Land,Gbagada Medina Axis Atunrase Medina Gbagada Lagos,"₦135,000,000",,,,18 Oct 2025,11 Nov 2025
For sale: Magnificent Built 4 Bedroom Semi Detached Duplex,House,Gbagada Lagos,"₦270,000,000",4,5,6,21 Oct 2025,11 Nov 2025
For sale: Tastefully Finished 4bedroom Bungalow,House,Ayhomes Luxury Ibeju Lekki Lagos,"₦80,000,000",4,4,4,24 Sep 2025,09 Nov 2025
For sale: Luxury 4 Bedroom Terraced Duplex Smart Home In A Serene Estate With Bq,House,Lekki Phase 1 Lagos,"₦350,000,000",4,5,6,29 Sep 2025,11 Nov 2025
For sale: Newly Built 4 Bedroom Semi Detached Duplex With Bq,House,Omole Phase 2 Ojodu Lagos,"₦370,000,000",4,5,6,17 Oct 2025,11 Nov 2025
For sale: Urgent Sales....300sqm Bare Land Within Estate,Land,Gbagada Medina Axis Atunrase Medina Gbagada Lagos,"₦135,000,000",,,,18 Oct 2025,11 Nov 2025
For sale: Magnificent Built 4 Bedroom Semi Detached Duplex,House,Gbagada Lagos,"₦270,000,000",4,5,6,21 Oct 2025,11 Nov 2025
For sale: Distress Sales :newly Built 4 Bed Rooms Semi Detached Duplex With Bq,House,Gbagada Central Gbagada Lagos,"₦230,000,000",4,5,6,06 Nov 2025,11 Nov 2025
For sale: Newly Built 4 Bedroom Terrace Duplex With Bq,House,Maryland Ikeja Lsdpc Maryland Estate Lagos,"₦280,000,000",4,5,6,08 Oct 2025,11 Nov 2025
For sale: Newly Built 4 Bedroom Terrace Duplex Wt 24hr Power,House,Ikeja Lagos,"₦305,000,000",4,5,5,10 Oct 2025,11 Nov 2025
For sale: Tastefully Finished 4bed Semi Detach Duplex Wt Bq,House,Ikeja Prime Location Ikeja Lagos,"₦250,000,000",4,5,6,12 Jul 2025,11 Nov 2025
For sale: Spaciously Built 4 Bedroom Semi Detached Duplex With Bq,House,Magodo Gra Magodo Kosofe/ikosi Lagos,"₦315,000,000",4,5,6,08 Oct 2025,11 Nov 2025
For sale: 4 Bedroom Semi Detached Duplex For Sale‼️‼️,House,Ikota Lekki Lagos,"₦150,000,000",4,,,24 Oct 2025,10 Nov 2025
For sale: Exquisitely Built 4 Bedroom Semi Detached Duplex,House,Ikeja Off Allen Ikeja Allen Avenue Ikeja Lagos,"₦255,000,000",4,5,6,02 Oct 2025,11 Nov 2025
For sale: Tastefully Finished 4 Bedroom Terrace Duplex,House,Lekki Phase 1 Lagos,₦300,4,5,6,29 Sep 2025,11 Nov 2025
For sale: Disteess Sale....furnished 4 Bedroom Penthouse,House,Gbagada Lagos,"₦145,000,000",4,4,5,17 Oct 2025,11 Nov 2025
For sale: Newly Built 4 Bedroom Semi Detached Duplex With Bq,House,Ikeja Omole Gra Phase 2 Omole Phase 2 Ojodu Lagos,"₦360,000,000",4,5,6,29 Sep 2025,11 Nov 2025
For sale: Brand New 2 Bedroom Apartment.,Flat & Apartment,Lekki Ikate Ikate Elegushi Lekki Lagos,"₦150,000,000",2,3,4,08 Nov 2025,11 Nov 2025
For sale: Ikeja Gra Eye Catchy Built 3 Bedroom Apartment I,Flat & Apartment,Ikeja Gra Lagos,"₦300,000,000",3,4,4,29 Sep 2025,11 Nov 2025
For sale: Luxury Affordable Self Compound 4bedroom Semi Detached Duplex,House,Maryland Secured Estate Lsdpc Maryland Estate Lagos,"₦255,000,000",4,5,5,10 Oct 2025,11 Nov 2025
For sale: Newly Built 4 Bedroom Semi Detached Duplex With Bq,House,Magodo Kosofe/ikosi Lagos,"₦260,000,000",4,5,6,17 Oct 2025,11 Nov 2025
For sale: Fantastic Newly Built 4 Bedroom Semi Detached Duplex Plus Bq,House,Magodo Kosofe/ikosi Lagos,"₦345,000,000",4,5,6,29 Sep 2025,11 Nov 2025
"For sale: Capacious 4 Bedroom Townhouse With Bq, Communal Pool & Gym.",House,Ikate Lekki Ikate Elegushi Lekki Lagos,"₦330,000,000",4,5,6,17 Jul 2025,11 Nov 2025
For sale: Alluring 4 Bedroom Semi Detached Duplex Plus Bq In A Serene Estate.,House,Maryland Ikeja Lagos,"₦330,000,000",4,5,6,13 Jul 2025,11 Nov 2025
For sale: Tastefully Finished 4 Bedroom Semi Detached House With Bq And Swimmingpool For Sale In Ikoyi Lagos,House,Ikoyi Lagos,"₦1,200,000,000",4,4,5,28 Oct 2025,07 Nov 2025
"For sale: Capacious 4 Bedroom Townhouse With Bq, Communal Pool & Gym.",House,Ikate Lekki Ikate Elegushi Lekki Lagos,"₦330,000,000",4,5,6,17 Jul 2025,11 Nov 2025
For sale: Fantastic Newly Built 4 Bedroom Semi Detached Duplex Plus Bq,House,Magodo Kosofe/ikosi Lagos,"₦345,000,000",4,5,6,29 Sep 2025,11 Nov 2025
For sale: Newly Built 4 Bedroom Semi Detached Duplex With Bq,House,Magodo Kosofe/ikosi Lagos,"₦260,000,000",4,5,6,17 Oct 2025,11 Nov 2025
For sale: Alluring 4 Bedroom Semi Detached Duplex Plus Bq In A Serene Estate.,House,Maryland Ikeja Lagos,"₦330,000,000",4,5,6,13 Jul 2025,11 Nov 2025
For sale: Exquisitely Built 4 Bedroom Semi Detached Duplex,House,Ikeja Off Allen Allen Avenue Ikeja Lagos,"₦255,000,000",4,5,5,08 Oct 2025,11 Nov 2025
For sale: : A Detailed Almost Done Built 2 Bedroom Maisonette Apartment With Bq,House,Lekki Phase 1 Lagos,"₦330,000,000",2,3,4,08 Nov 2025,11 Nov 2025
For sale: Tastefully Finished Spacious Serviced 4bed Semi Detach Duplex Wt Bq,House,Lekki Phase 1 Lagos,"₦480,000,000",4,5,6,14 Jul 2025,11 Nov 2025
"For sale: Contemporary 5 Bedroom Fully Detached Duplex With Bq, Pool & Solar Inverter",House,Lekki Ajah Ajah Lagos,"₦230,000,000",5,6,7,14 Jul 2025,11 Nov 2025
For sale: Exquisitely Built 5 Bedroom Terrace Duplex…… One Unit Left ✅,House,Opebi Ikeja Ikeja Lagos,"₦330,000,000",5,6,7,17 Oct 2025,11 Nov 2025
For sale: Exquisitely Built 4 Bedroom Semi Detached Duplex,House,Allen Avenue Ikeja Lagos,"₦260,000,000",4,4,4,07 Oct 2025,12 Nov 2025
For sale: Most Affordable Luxury ..newly Built 4bedroom Semi Detached Duplex,House,Magodo Gra Phase 2 Kosofe/ikosi Lagos,"₦350,000,000",4,5,6,08 Nov 2025,11 Nov 2025
For sale: 4 Bedroom Apartment,Flat & Apartment,Freedom Lekki Phase 1 Lekki Phase 1 Lagos,"₦210,000,000",4,4,4,29 Sep 2025,11 Nov 2025
"For sale: Price Slash!!!brand New & Well Finished/semi Furnished 2 Bedroom Apartment ,pool , Elevator",Flat & Apartment,V I Victoria Island Victoria Island Lagos,"₦230,000,000",2,3,3,10 Oct 2025,11 Nov 2025
For sale: 4bedroom Selfcompound Terrace Duplex With Bq,House,Gbagada Prime Location Ifako Gbagada Lagos,"₦195,000,000",4,5,6,04 Nov 2025,11 Nov 2025
For sale: Eye Catchy 4 Bedroom Semi Detached Duplex In A Prime Top Notch Location.,House,Gbagada Central Gbagada Lagos,"₦270,000,000",4,5,6,13 Jul 2025,11 Nov 2025
For sale: Exquisitely Built 4 Bedroom Fully Detached Duplex,House,Magodo Hase Magodo Gra Phase 1 Ojodu Lagos,"₦350,000,000",4,5,6,24 Oct 2025,11 Nov 2025
For sale: Newly Built 4 Bedroom Semi Detached Duplex With Bq,House,Magodo Gra Phase 2 Kosofe/ikosi Lagos,"₦390,000,000",4,5,6,06 Nov 2025,11 Nov 2025
For sale: Newly Built 4 Bedroom Semi Detached Duplex With Bq,House,Berger Ikeja Berger Ojodu Lagos,"₦255,000,000",4,5,6,02 Oct 2025,11 Nov 2025
For sale: Newly Built 3 Bedroom Apartment With Bq & Elevator,Flat & Apartment,Maryland Secured Estate Lsdpc Maryland Estate Lagos,"₦295,000,000",3,4,4,10 Oct 2025,11 Nov 2025
For sale: Exquisitely Built 4 Bedroom Semi Detached Duplex,House,"Ikeja Central, Ikeja Allen Allen Avenue Ikeja Lagos","₦345,000,000",4,5,6,08 Oct 2025,11 Nov 2025
For sale: Newly Built 5 Bedroom Fully Duplex With A Room Bq,House,Ikeja Lagos,"₦330,000,000",5,6,7,17 Oct 2025,11 Nov 2025
For sale: Landview City Extension,Land,Asaba Delta,"₦15,300,000",,,,27 Apr 2025,10 Nov 2025
For sale: Newly Built 3 Bedroom Apartment With Bq & Elevator,Flat & Apartment,Maryland Secured Estate Lsdpc Maryland Estate Lagos,"₦295,000,000",3,4,4,10 Oct 2025,11 Nov 2025
For sale: Exquisitely Built 4 Bedroom Semi Detached Duplex,House,"Ikeja Central, Ikeja Allen Allen Avenue Ikeja Lagos","₦345,000,000",4,5,6,08 Oct 2025,11 Nov 2025
For sale: Newly Built 5 Bedroom Fully Duplex With A Room Bq,House,Ikeja Lagos,"₦330,000,000",5,6,7,17 Oct 2025,11 Nov 2025
For sale: Newly Built 4 Bedroom Semi Detached Duplex,House,Chevron Tollgate Lekki Lagos,"₦150,000,000",4,4,5,18 Oct 2024,11 Nov 2025
For sale: Modern & Brand New 5 Bedroom Detached Duplex With A Boy's Quarters,House,Ikate Lekki Lagos,"₦450,000,000",5,5,6,18 Oct 2024,11 Nov 2025
For sale: Striking 4 Bedroom Fully Detached Duplex With Bq,House,Ikate Lekki Lagos,"₦300,000,000",4,4,5,28 Jan 2024,11 Nov 2025
For sale: Elegant 2 Bedroom Apartment,Flat & Apartment,Ilasan Lekki Lagos,"₦120,000,000",2,2,3,12 Jan 2025,11 Nov 2025
For sale: Amazing 5 Bedroom Semi Detached Duplex With A Bq,House,Chevron Tollgate Lekki Lagos,"₦240,000,000",5,5,6,09 Jan 2025,11 Nov 2025
For sale: Newly Built 4 Bedroom Terrace Duplex,House,Orchid Lekki Lagos,"₦115,000,000",4,4,5,18 Oct 2024,11 Nov 2025
For rent: 24hrs Deal!!! Luxury 3 Bedroom Apartment + Bq+swimming Pool Etc,Flat & Apartment,Old Ikoyi Lagos,"₦38,000,000",3,3,4,01 Jul 2025,09 Nov 2025
For sale: Well Located Dry Land Within A Gated Estate Measuring 648 Square Metres,Land,Flourish Gardens Estate Abijo Ajah Lagos,"₦45,000,000",,,,18 May 2024,11 Nov 2025
For sale: Newly Built 5 Bedroom Fully Detached Duplex With Swimming Pool & Bq,House,Ajah Lagos,"₦250,000,000",5,5,6,09 Jan 2025,11 Nov 2025
For sale: Pristine 5 Bedroom Detached Duplex With Swimming Pool And Boy's Quarters,House,Megamound Lekki Lagos,"₦430,000,000",5,5,6,15 Oct 2024,11 Nov 2025
For sale: Spacious 5 Bedroom Detached Duplex With Bq And A Vacant Land Sitting On 709sqms,House,Divine Home Thomas Estate Ajah Lagos,"₦270,000,000",5,5,6,16 Oct 2024,11 Nov 2025
For sale: Elegant & Exquisite 5 Bedroom Detached Duplex With Rooftop & Swimming Pool,House,Lekki Phase 1 Lagos,"₦550,000,000",5,5,6,18 Oct 2024,11 Nov 2025
For sale: Striking 4 Bedroom Fully Detached Duplex With Bq,House,Ikate Lekki Lagos,"₦300,000,000",4,4,5,18 Dec 2023,11 Nov 2025
For sale: Smart & Brand New 1 Bedroom Flat In A Mini Estate,Flat & Apartment,"Abijo,gra Ajah Lagos","₦53,000,000",1,1,2,17 Mar 2024,11 Nov 2025
For sale: Elegant And Newly Built 4 Bedroom Terrace Duplex With A Pool,House,Ikate Lekki Lagos,"₦280,000,000",4,4,5,18 Oct 2024,11 Nov 2025
For sale: Amazing & Brand New 2 Bedroom Apartment With Swimming Pool,Flat & Apartment,Ikate Lekki Lagos,"₦120,000,000",2,2,3,16 Oct 2024,11 Nov 2025
For sale: 70% Completed 4 Bedroom Detached Duplex,House,Oribanwa Ibeju Lekki Lagos,"₦50,000,000",4,4,5,17 Dec 2024,11 Nov 2025
For sale: Smart And Luxuriously Finished 4 Bedroom Terrace House,House,Chevron Tollgate Lekki Lagos,"₦78,000,000",4,5,4,17 Mar 2024,11 Nov 2025
For sale: 5 Bedroom Duplex. N280m. Ajah,House,Ajah Lekki Phase 2 Ajah Lagos,"₦280,000,000",5,5,6,06 Oct 2025,12 Nov 2025
For sale: Charming 5 Bedroom Detached Duplex With A Swimming Pool & Bq,House,Ologolo Lekki Lagos,"₦400,000,000",5,5,6,09 Jan 2025,11 Nov 2025
For sale: Strategically Located 4 Bedroom Terrace Duplex,House,Chevron Tollgate Lekki Lagos,"₦100,000,000",4,4,5,17 Oct 2023,11 Nov 2025
For sale: Pristine & Tastefully Finished 4 Bedroom Detached Duplex With Swimming Pool & Bq,House,Chevron Tollgate Lekki Lagos,"₦320,000,000",4,4,5,28 Jan 2024,11 Nov 2025
For sale: Smart And Luxuriously Finished 4 Bedroom Terrace House,House,Chevron Tollgate Lekki Lagos,"₦78,000,000",4,5,4,17 Mar 2024,11 Nov 2025
For sale: Exquisite 3 Bedroom Terrace Duplex,House,"Power Encounter, Rumuodara, East West Road, Obio Akpor Port Harcourt Rivers","₦85,000,000",3,3,4,23 Sep 2025,11 Nov 2025
"For sale: Distress Sale: Solid10 Flats Of 4 Bedroom, 2 Bedrooms, Mini Flats",Flat & Apartment,Igando Akesan Alimosho Lagos,"₦95,000,000",4,,,08 Sep 2025,11 Nov 2025
For sale: The Empyrean Enclave ( Registered Survey),Land,Ketu Epe Epe Lagos,"₦3,500,000",,,,05 Nov 2025,11 Nov 2025
For sale: 5bedroom Smart Home,House,Royal Gardens Ajah Lagos,"₦700,000,000",5,6,6,21 Jul 2025,11 Nov 2025
For sale: Land For Sale,Land,Royal Gardens Ajah Lagos,"₦350,000,000",,,,21 Jul 2025,11 Nov 2025
For sale: 3 Bedroom Flats Situated At Ikoyi Club Road,Flat & Apartment,Ikoyi Club Road Ikoyi Lagos,"₦480,000,000",3,3,3,17 Sep 2025,12 Nov 2025
For sale: Joint Venture Off Etim Iyang,Land,Off Etim Iyang Victoria Island Lagos,"₦4,500,000,000",,,,11 Nov 2025,11 Nov 2025
For sale: Joint Venture At Vgc Extension,Land,Vgc Extension Victoria Garden City Lekki Lagos,"₦1,000,000,000",,,,11 Nov 2025,11 Nov 2025
For sale: Joint Venture At Dele Amuda Street Of Ilasan Elegushi Lekki,Land,Dele Amuda Street Lekki Ilasan Lekki Lagos,"₦650,000,000",,,,11 Nov 2025,11 Nov 2025
For sale: Joint Venture At Ikoyi Boudilorn,Land,Bourdilon Bourdillon Ikoyi Lagos,"₦6,845,000,000",,,,11 Nov 2025,11 Nov 2025
For sale: New 4 Bedroom Detached House+ Swimming Pool+ Bq,House,Royal Garden Estate Ajah Ajah Lagos,"₦500,000,000",4,4,5,11 Nov 2025,11 Nov 2025
"For sale: 1000sqm For Sale On Close 310, Banana Island Ikoyi",Land,Close 310 Old Ikoyi Lagos,"₦3,300,000/sqm",,,,18 Aug 2025,11 Nov 2025
"For sale: 2014sqm, 458sqm, And 582sqm For Sale At Shoreline Estate",Land,Shoreline Estate Old Ikoyi Lagos,"₦3,500,000,000",,,,22 Aug 2025,11 Nov 2025
For sale: Residential Land In A High Net Worth Estate,Land,Corporative Villa Estate Badore Ajah Lagos,"₦80,000,000",,,,09 Sep 2025,11 Nov 2025
For sale: Premium Fully Serviced Residential Plot Of Land In A Highbrow Estate,Land,"Creek Haven Estate, Harris Drive Victoria Garden City Lekki Lagos","₦256,000,000",,,,24 Oct 2025,11 Nov 2025
For sale: Buy Land Facing Lekki Epe Express At Ibeju Lekki Lagos,Land,Eleran Igbe Ibeju Lekki Eleran Igbe Ibeju Lekki Lagos,"₦38,000,000",,,,05 Nov 2025,11 Nov 2025
"For sale: Brand New 4bedroom Terrace Duplex With Bq @ Omole Phase 1,ikeja",House,"Damilola Fashade Off Titilayo Adedoyin, Omole Phase 1,ikeja Ikeja Lagos","₦350,000,000",4,4,5,06 Oct 2025,11 Nov 2025
For sale: Newly Built 5 Bedroom Fully Detached Duplex,House,Ikoyi Lagos,"₦2,300,000,000",5,5,5,31 Oct 2025,10 Nov 2025
For sale: Stunning 5bedroom Fully Detached Duplex,House,Orchid Road Lekki Lagos Along Lekki Expressway Lagos,"₦380,000,000",5,5,6,18 Oct 2025,11 Nov 2025
For sale: Exquisite 4bedroom Fully Detached Duplex + Bq,House,Orchid Road Lekki Lagos Lekki Expressway Lagos,"₦280,000,000",4,4,5,20 Oct 2025,11 Nov 2025
